Cote,Titre,Auteur,Editeur,Lieu,Annee,Nb pages,Matière,Inventaire
33/57,الاقتصاد السياسي,"درغام, أحمد",جامعة دمشق,دمشق,1992.0,224,الاقتصاد السياسي,FSR_24447
33/57 مكرر,الاقتصاد السياسي,"درغام, أحمد",جامعة دمشق,دمشق,1992.0,3224,الاقتصاد السياسي,FSR_24722
330.114.2/02,تاريخ الفكر الاقتصادي : مذاهب اقتصادية,"درغام, أحمد",مطبعة دار الكتاب,دمشق,1989.0,166,الاقتصاد السياسي,FSR_24465
547/37,الكيمياء العضوية,"درمش, محمد خلدون",جامعة حلب,سوريا,1988.0,500,الكيمياء العضوية,FSR_26092
547/24,الكيمياء العضوية,"درمش, محمد خلودن",جامعة حلب,حلب,1989.0,500,الكيمياء العضوية,FSR_26445
66.0/04 ج2,التكنولوجيا العامة (2),"درمش, محمود رفيق",مديرية الكتب والمطبوعات الجامعية,حلب,1982.0,310,التكنولوجيا,FSR_26257
665.6/06,الصناعات البتروكيماوية,"درمش, محمود رفيق",جامعة حلب,حلب,1982.0,204,التكنولوجيا النفطية,FSR_24319
66.0/03 ج1,التكنولوجيا العامة,"درمش, محمود رقيق",جامعة حلب,سوريا,1988.0,391,التكنولوجيا,FSR_26252
297.7/25,أعلام العابدات الزاهدات,"درنيقه, محمد أحمد",المؤسسة الجامعية للدراسات والنشر والتوزيع,بيروت,1990.0,139,تراجم وأعلام,FSR_23406
297.1/05,القرآن والمبشرون,"دروزة, محمد عزة",المكتب الإسلامي,بيروت - دمشق,1972.0,468,القرآن,FSR_4165
297.055.2/24,المرأة في القرآن والسنة: مركزها في الدولة والمجتمع وحياتها الزوجية المتنوعة وواجباتها وحقوقها وآدابها,"دروزه, محمد عزة",منشورات المكتبة العصرية,بيروت,1984.0,262,المرأة في الإسلام,FSR_18738
35_620/02,نهاية القرار الادارى عن غير طريق القضاء,"درويش عبد الحميد, حسني",دار الفكر العربي,بيروت,1981.0,700,القانون الاداري,FSR_23281
338.924/13,التنمية الإقتصادية,"درويش, العشري حسين",دار النهضة العربية,بيروت,1979.0,248,التصنيع,FSR_7182
340.6/01,الطب الشرعي,"درويش, زياد",جامعة دمشق,دمشق,1991.0,440,الطب الشرعي,FSR_25358
616.3/01,أمراض جهاز الهضم,"درويش, زياد",جامعة دمشق,دمشق,1992.0,263,أمراض جهاز الهضم,FSR_24845
61/20,آداب الطب,"درويش, زيادة","جامعة دمشق, كلية الطب",دمشق,1990.0,114,الطب,FSR_24346
344_620/02,الاسباب الشائعة لاحكام البراءة في قضايا المخدرات,"درويش, صفوت",دار المطبوعات,إسكندرية,1989.0,320,القانون الجنائي الخاص,FSR_23179
82-5/01 ج1,الخطابة في صدر الإسلام: العصر الديني - عصر البعثة الإسلامية,"درويش, محمد طاهر",دار المعارف,القاهرة,1968.0,526,الخطابة,FSR_5081
82-5/01 ج2,الخطابة في صدر الإسلام: العصر السياسي - عصر الدولة الأموي,"درويش, محمد طاهر",دار المعارف,القاهرة,1967.0,526,الخطابة,FSR_5082
612.39/07,علم التغدية,"درويش, محمد عاطف",مطبعة جامعة دمشق,دمشق,1990.0,124,التغدية,FSR_25011
616.314/18,مبادئ التشخيص بالأشعة,"درويش, محمد عاطف",جامعة دمشق,دمشق,1991.0,362,طب الأسنان,FSR_25360
371.3/19,ورد أقل,"درويش, محمود",دار توبقال للنشر,الدار البيضاء,1986.0,103,ديوان شعري,FSR_24680
82-1/110,أرى ما أريد,"درويش, محمود",دار توبقال للنشر,الدار البيضاء,1990.0,99,ديوان شعري,FSR_23433
82-1/20,مديح الظل العالي,"درويش, محمود",دار العودة,بيروت,1984.0,124,ديوان شعري,FSR_15706
82-1/30,حصار لمدائح البحر,"درويش, محمود",دار سراس للنشر,تونس,1984.0,239,ديوان شعري,FSR_13965
82-1/30 مكرر,حصار لمدائح البحر,"درويش, محمود",دار سراس للنشر,تونس,1984.0,239,ديوان شعري,FSR_23475
82-31/34,ذاكرة للنسيان,"درويش, محمود",دار توبقال للنشر,الدار البيضاء,1987.0,128,الرواية,FSR_18383
82-82/10,يوميات الحزن العادي,"درويش, محمود",دار العودة,بيروت,1984.0,205,مقالات مختلفة,FSR_15704
964/06,ورد أقل,"درويش, محمود",دار توبقال للنشر,الدار البيضاء,1986.0,103,ديوان شعري,FSR_10269
621.38/03,الالكترونيات الصناعية,"دريعي, فاروق",جامعة دمشق,دمشق,1990.0,176,الالكترونيات,FSR_26171
159.97/01,الطب العقلي والنفسي. الكتاب الأول: علم الأمراض النفسية: التصنيفات والأعراض المرضية,"دسوقي, كمال",دار النهضة العربية,بيروت,1974.0,432,علم النفس المرضي,FSR_9460
614.25/01,الطب المهني,"دشاش, أحمد ديب",جامعة دمشق,دمشق,1992.0,375,الطب المهني,FSR_25471
616-053.2/02,الأمومة والطفولة,"دشاش, أحمد ديب",جامعة دمشق,دمشق,1990.0,235,طب الأطفال,FSR_24848
614/02,الطب الوقائي والمهني,"دشاش, احمد ديب",جامعة دمشق,دمشق,1993.0,246,الوقاية العمومية,FSR_25356
547/34,الكيمياء العضوية,"دعبول, إبراهيم",مديرية الكتب والمطبوعات الجامعية,حلب,1990.0,515,الكيمياء العضوية,FSR_24977
547/10,الكيمياء العضوية(1),"دعبول, ابراهيم",جامعة حلب,دمشق,1990.0,272,الكيمياء العضوية,FSR_24314
547/16,الكيمياء العضوية,"دعبول, ابراهيم",مديرية الكتب والمطبوعات,حلب,1979.0,265,الكيمياء العضوية,FSR_24805
517.5/01,نظرية المعادلات,"دعبول, موفق",مطبعة جامعة دمشق,دمشق,1992.0,263,المعادلات,FSR_24969
517.9/08,نظرية المعادلات,"دعبول, موفق",مطبعة جامعة دمشق,دمشق,1992.0,263,نظرية المعادلات,FSR_24969
517/02,التحليل,"دعبول, موفق",جامعة دمشق,دمشق,1992.0,216,التحليل,FSR_24560
82-6/12,فن المراسلة عند مي زيادة,"دعواق سعد, أمل",دار الآفاق الجديدة,بيروت,1982.0,286,الرسائل,FSR_17118
1/39,المادية التاريخية بين الوهم والواقع : نقد كتاب المادية التاريخية والوعي القومي عند العرب,"دغيم, محمود السيد",دار الحداثة,بيروت,1986.0,352,فلسفة : المادية - الجدلية,FSR_18581
93_927/24,الخلافة الاموية,"دكسن, عبد الأمير عبد حسين",دار النهضة العربية,بيروت,1973.0,356,تاريخ العرب,FSR_5094
82.03/08,أصول الترجمة مع تمارين,"دلفرني, اندره",دار المشرق,بيروت,1986.0,339,الترجمة,FSR_24622
165/21,المعرفة والسلطة: مدخل لقراءة فوكو,"دلوز, جيل",المركز الثقافي العربي,بيروث,1987.0,152,فلسفة المعرفة,FSR_18562
297.16/02,أثر القراءات القرآنية في تطور الدرس النحوي,"دمشقية, عفيف",معهد الإنماء العربي,بيروت,1978.0,201,القرآن : القراءة,FSR_19722
801.56/76,خطى متعثرة على طريق تجديد النحو العربي ( الأخفش - الكوفيون ),"دمشقية, عفيف",دار العلم للملايين,بيروت,1980.0,200,النحو العربي,FSR_23358
616.314/03,التيجان والجسور,"دمشقية, محي الدين",جامعة دمشق,دمشق,1992.0,150,طب الأسنان,FSR_25740
371/24,نحو تنفيذ استراتيجية التربية العربية. الإجتماع الثالث لوكلاء وزارات التربية العرب : الكتاب المدرسي ومدى ملائمته لعمليتي التعليم والتعلم في المرحلة الإبتدائية. صنعاء : 22 - 27 - يناير 1983 . وثيقة - 5 -,"دمعة, مجيد إبراهيم",المنظمة العربية للتربية والتقافة والعلوم,تونس,1983.0,14,التربية والتعليم,FSR_13734
51/43,الرياضيات للمهندسين - 2 - الهندسة التحليلية,"دنان, فوزي",جامعة دمشق,دمشق,1988.0,328,الرياضيات,FSR_26470
51/45,الرياضيات للمهندسين - 8 :توابع المتغير العقدي,"دنان, فوزي",جامعة دمشق مطبعة المدينة,دمشق,1988.0,336,الرياضيات,FSR_26472
51/48,الرياضيات للمهندسين - 4 :الهندسة التفاضلية,"دنان, فوزي",جامعة دمشق مطبعة خالد بن الوليد,دمشق,1989.0,224,الرياضيات,FSR_26478
517.9/05,الرياضيات للمهندسين - 6: المعادلات التفاضلية,"دنان, فوزي",جامعة دمشق مطبعة خالد بن الوليد,دمشق,1988.0,384,المعادلات,FSR_26473
517/14,الرياضيات للمهندسين - 10 -: الرياضيات العددية,"دنان, فوزي","جامعة دمشق, مطبعة طربين",دمشق,1991.0,432,التحليل,FSR_26471
964/136,الأندلس في نهاية المرابطين مستهل الموحدين عصر الطوائف الثاني,"دندش, عبد اللطيف عصمت",دار الغرب الأندلسي,بيروت,1988.0,511,تاريخ المغرب,FSR_20195
946.81/30,الأندلس في نهاية المرابطين ومستهل الموحدين: عصر الطوائف الثاني: تاريخ سياسي وحضاري,"دندش, عصمت عبد اللطيف",دار الغرب الإسلامي,بيروت,1988.0,511,تاريخ الأندلس,FSR_19950
964/130,دور المرابطين في نشر الاسلام في غرب افريقيا,"دندش, عصمت عبد اللطيف",دار الغرب الاسلامي,بيروت,1988.0,246,تاريخ المغرب,FSR_19966
577.1/03,الكيمياء الحيوية,"دهان, محمود",جامعة حلب,سوريا,1991.0,335,الكيمياء الحيوية,FSR_26451
664.3/01,تكنولوجيا الزيوت. القسم النظري,"دهان, محمود",جامعة حلب,حلب,1992.0,242,تكنولوجية الزيوت,FSR_26057
664.3/02,تكنولوجيا الزيوت. القسم العملي,"دهان, محمود",جامعة حلب,حلب,1962.0,139,تكنولوجية الزيوت,FSR_26078
664/07 ج1,كيمياء وتحليل الاغدية. الجزء الأول: القسم العملي,"دهان, محمود",جامعة حلب,حلب,1989.0,380,الصناعة الغدائية,FSR_26040
35/15,الموازنة الصفرية,"دهمش, نعيم حسني",المنظمة العربية للعلوم الادارية,عمان,1981.0,138,القانون الاداري,FSR_12386
297.15/07,دروس في الألسنية العامة,"دو سويسر, فردناند",الدار العربية للكتاب,طرابلس,1985.0,400,اللسانيات,FSR_16775
1/52,نقد العقد السياسي,"دوبريه, ريجيس",منشورات دار الآداب,بيروت,1986.0,496,فلسفة: السياسة,FSR_22482
32/24,نقد العقل السياسي,"دوبريه, ريجيس",منشورات دار الاداب,بيروت,1986.0,493,علوم سياسية,FSR_23018
165/28,إنسانية... الإنسان: نقد علمي للحضارة المادية,"دوبو, رينيه",مؤسسة الرسالة,بيروت,1979.0,294,فلسفة العلوم,FSR_10699
371/01,التربية والتعليم,"دوترانس, روبير",مكتب لبنان,بيروت,1971.0,389,التربية والتعليم,FSR_2551
39/20,"الأنثروبولوجيا: رموزها, أساطيرها, أنساقها","دوران, جيلبير",المؤسسة الجامعية للدراسات والنشر والتوزيع,بيروت,1991.0,362,الأنثربولوجيا,FSR_23668
32/48,الدعاية والدعاية السياسية,"دورندان, غي",المؤسسة الجامعية للدراسات والنشر والتوزيع,بيروت,1983.0,93,علوم سياسية,FSR_13485
03/13 ج5,تكملة المعاجم العربية,"دوزي, رينهارت",دار الرشيد للنشر,بغداد,1982.0,403,المعجم اللغوي,FSR_12561
159.95/01,أمراض الذاكرة,"دولاي, جان",منشورات عويدات,بيروت,1978.0,136,علم النفس: الذاكرة,FSR_10476
1/18,ما الفلسفة ?,"دولة, سليم",الحوار الأكديمي والجامعي,بيروت,1981.0,72,فلسفة,FSR_20969
330.18/22,قرار التحول إلى القطاع الخاص: غايات عامة ووسائل خاصة,"دوناهيو, جون د.",الجمعية المصرية لنشر المعرفة والثقافة العالمية,القاهرة,1991.0,297,النظريات الإقتصادية,FSR_3835
33/65,مدخل إلى الاقتصاد,"دوهيم, روجيه",منشورات عويدات,بيروت,1971.0,263,الاقتصاد السياسي,FSR_9650
327/07,تحليل العلاقات الدولية,"دويتش, كارل و.",مكتبة الأنجلو المصرية,القاهرة,1982.0,308,العلاقات السياسية الدولية,FSR_11046
91_927/06,"جغرافية سورية والوطن العربي, دراسة في الوضع الطبيعي والكيان البشري والبناء الاقتصادي","دويدري, رجاء وحيد",مطبعة دار الكتاب,جامعة دمشق,1990.0,587,الجغرافية,FSR_24381
91_927/07,جغرافية الوطن العربي في آسيا,"دويدري, رجاء وحيد",مطبعة الإتحاد,دمشق,1990.0,424,الجغرافية,FSR_24396
91_927/08 ج2,جغرافية الوطن العربي,"دويدري, رجاء وحيد",مطبعة الاتحاد,دمشق,1983.0,1014,الجغرافية,FSR_24468
537.12/01 ج1,اسس الالكترونيات,"دويدري, عبد الوهاب",جامعة حلب,سوريا,1981.0,239,الالكترون,FSR_26253
82_091/79,الموجز في تاريخ الأدب الأندلسي والمغربي,"دويدري, هناء وحيد",مطبعة دار الكتاب,دمشق,1992.0,334,تاريخ الأدب العربي,FSR_24511
91_927/08 ج1,جغرافية الوطن العربي,"دويردي, رجاء وحيد",مطبعة طربية,دمشق,1983.0,520,الجغرافية,FSR_24473
1:297/98,تاريخ الفلسفة في الاسلام,"دي بور, ت.ج.",دار النهضة العربية,بيروت,1981.0,434,فلسفة إسلامية,FSR_9490
32/42,مفاتيح لاجل العالم الثالث,"دي بوشير, غي",دار الحقيقة,بيروت,1974.0,324,علوم سياسية,FSR_5161
32/09,واقع الفكر اليميني,"دي بوفوار, سيمون",دار الطليعة,بيروت,1980.0,123,علوم سياسية,FSR_10625
93:297/75,القرامطة,"دي خوية, ميكال يان",دار ابن خلدون,بيروت,1978.0,221,تاريخ الإسلام,FSR_5091
33/80,الدرب الآخر: الثورة الخفية في العالم الثالث,"دي سوتو, هرناندو",مركز الأهرام للترجمة والنشر,القاهرة,1997.0,272,الاقتصاد السياسي,FSR_28498
330.18/24,سر رأس المال . لماذا تنتصر الرأسمالية في الغرب وتفشل في كل مكان آخر.,"دي سوتو, هرناندو.",مركز الأهرام للترجمة والنشر.,القاهرة.,2002.0,258,النظريات الاقتصادية.,FSR_29273
801/19 مكرر,محاضرات في علم اللسان,"دي سوسير, فردناند",افريقيا الشرق,الدار البيضاء,1987.0,302,اللسانيات,FSR_18457
801/19,محاضرات في علم اللسان العام,"دي سويسر, فردناند",افريقيا الشرق,الدار البيضاء,1987.0,302,اللسانيات,FSR_18392
336.71/01,الصيرفة المركزية,"دي كوك, م. أ.ج.",دار الطليعة,بيروت,1987.0,272,الابناك,FSR_18722
522/02,إلى أطراف الكون: استكشاف الفضاء في القرن العشرين,"دي نيفي, دون",مكتبة الوعي العربي,مصر,1982.0,203,علم الفلك,FSR_11053
964/209,وصف المماليك المغربية (1613 - 1603),"دي هنين, خورخي",منشورات معهد الدراسات الإفريقية,الرباط,1997.0,253,تارخ المغرب,FSR_27920
962.4/01,تطور الحركة الوطنية في السودان,"دياب, أحمد ابراهيم",معهد البحوث والدراسات العربية,بغداد,1984.0,379,تاريخ السودان,FSR_12515
30/27,القيم والعادات الإجتماعية مع بحث ميداني لبعض العادات الإجتماعية,"دياب, فوزية",دار النهضة العربية,بيروت,1980.0,359,علم الاجتماع,FSR_23486
30/27 مكرر,القيم والعادات الإجتماعية مع بحث ميداني لبعض العادات الإجتماعية,"دياب, فوزية",دار النهضة العربية,بيروت,1980.0,380,علم الإجتماع: القيم - العادات,FSR_14036
616.314/04 ج1,التيجان والجسور,"دياب, مصباح",جامعة دمشق,دمشق,1991.0,156,طب الأسنان,FSR_25739
616.314/19,مبادئ الأطباق,"دياب, مصباح",جامعة دمشق,دمشق,1991.0,134,طب الأسنان,FSR_25738
329 _620/01,السياسة الحزبية في مصر الوفد وخصومه. 1919-1939,"ديب, ماريوس كامل",مؤسسة الابحاث العربية,بيروت,1987.0,297,الاحزاب السياسية,FSR_18598
82-1_جا/18,امرؤ القيس بين القدماء والمحدثين,"ديب, محمد",دار الطباعة,القاهرة,1989.0,430,الأدب الجاهلي,FSR_23310
82.09/02,مناهج النقد الأدبي: بين النظرية والتطبيق,"ديتشسز, ديفد",دار صادر,بيروت,1967.0,640,النقد الأدبي,FSR_5384
18.01/03,الفن والحس,"ديرميه, ميشال",دار الحداثة,بيروت,1988.0,476,فلسفة الجمال,FSR_18784
341.7/01 ج2,التاريخ الدبلوماسي في القرن العشرين,"ديروزيل, ج.ب.",دار المنصور,طرابلس,1985.0,546,القانون الدبلوماسي,FSR_18447
329/04,الاحزاب السياسية,"ديفرجيه, موريس",دار النهار للنشر,بيروت,1977.0,423,الاحزاب السياسية,FSR_18568
159.9.052/03,السلوك الإنساني في العمل : دراسات العلاقة الإنسانية والسلوك التنظيمي,"ديفيز, كيث",نهضة مصر,القاهرة,1990.0,840,علم النفس الإجتماعي الصناعي,FSR_23280
110/01,تأملات ميتافزيقية في الفلسفة الأولى,"ديكارت, رينه",منشورات عويدات,بيروت,1961.0,296,الميتافزيقا,FSR_914
930.85/05,قصة الحضارة: نشأة الحضارة. الشرق الأدنى,"ديورانت, ول",لجنة التأليف والترجمة والنشر,القاهرة,1965.0,477,تاريخ الحضارة,FSR_5176
930.85/06,قصة الحضارة: الهند وجيرانها الصين,"ديورانت, ول",لجنة التأليف والترجمة والنشر,القاهرة,1968.0,331,تاريخ الحضارة,FSR_5177
930.85/07,قصة الحضارة: الشرق الاقصى اليابان حياة اليونان,"ديورانت, ول",لجنة التأليف والترجمة والنشر,القاهرة,1968.0,442,تاريخ الحضارة,FSR_5178
930.85/08,قصة الحضارة: حياة اليونان,"ديورانت, ول",لجنة التأليف والترجمة والنشر,القاهرة,1968.0,221,تاريخ الحضارة,FSR_5179
930.85/09,قصة الحضارة: قيصر والمسيح أو الحضارة الرومانية,"ديورانت, ول",لجنة التأليف والترجمة والنشر,القاهرة,1972.0,482,تاريخ الحضارة,FSR_5180
930.85/10,قصة الحضارة: قيصر والمسيح أو الحضارة الرومانية. عصر الإيمان,"ديورانت, ول",لجنة التأليف والترجمة والنشر,القاهرة,1964.0,322,تاريخ الحضارة,FSR_5181
930.85/11,قصة الحضارة: عصر الإيمان,"ديورانت, ول",لجنة التأليف والترجمة والنشر,القاهرة,1964.0,459,تاريخ الحضارة,FSR_5182
930.85/13,قصة الحضارة: عصر الإيمان,"ديورانت, ول",لجنة التأليف والترجمة والنشر,القاهرة,1965.0,344,تاريخ الحضارة,FSR_5183
930.85/14,قصة الحضارة: النهضة,"ديورانت, ول",لجنة التأليف والترجمة والنشر,القاهرة,1967.0,289,تاريخ الحضارة,FSR_5185
930.85/15,قصة الحضارة: النهضة الاصلاح الديني,"ديورانت, ول",لجنة التأليف والترجمة والنشر,القاهرة,1967.0,282,تاريخ الحضارة,FSR_5186
930.85/18,قصة الحضارة: الاصلاح الديني,"ديورانت, ول",لجنة التأليف والترجمة والنشر,القاهرة,1975.0,331,تاريخ الحضارة,FSR_5189
32/18,اللينينية والثورة الفيتنامية,"ذوان, لي",دار الطليعة,بيروت,1978.0,87,علوم سياسية,FSR_10615
37:8/01,أعمال ندوة: الخطاب الأدبي بالمدرسة المغربية: حلقة دراسة أقيمت بالمدرسة العليا للأساتذة جامعة محمد الخامس أبريل 1979,رئاسة جامعة محمد الخامس,جامعة محمد الخامس,الرباط,1979.0,113,علوم التربية والأدب,FSR_18071
378/13 ج3,بحوث مؤتمر دور الجامعات الإسلامية في تكوين الدعاة وندوة التنسيق بين كلية الشريعة,رابة الجامعات الإسلامية,ادارة الثقافة والنشر,الرياض,1988.0,282,التعليم العالي,FSR_19811
378/15,تربية الشباب المسلم و دورالجامعاة فيها,رابة الجامعاة الإسلامية,إدارة الثقافة و النشر,الرياض,1988.0,487,التعليم العالي,FSR_19805
378/15 مكرر,تربية الشباب المسلم و دورالجامعات فيها,رابطة الجامعات الإسلامي,إدارة الثقافة و النشر,الرياض,1986.0,487,التعليم العالي,FSR_19804
37:297/18,ندوة تربية الشباب المسلم ودور الجامعات فيها,رابطة الجامعات الإسلامية,إدارة الثقافة والنشر جامعة الإمام محمد بن سعود,الرياض,1988.0,488,علوم التربية والإسلام,FSR_3855
37:297/18 مكرر,ندوة تربية الشباب المسلم ودور الجامعات فيها,رابطة الجامعات الإسلامية,إدارة الثقافة والنشر جامعة الإمام محمد بن سعود,الرياض,1988.0,488,علوم التربية والإسلام,FSR_6960
378/13 ج1,بحوث مؤتمردور الجامعات الإسلامية في تكوين الدعاة,رابطة الجامعات الإسلامية,إدارة الثقافة والنشر,الرياض,1988.0,315,التعليم العالي,FSR_19807
378/13 ج1 مكرر2,بحوت مؤتمر دور الجامعات الإسلامية في تكوين الدعاة وندوة التنسيق بين كليات الشريعة,رابطة الجامعات الإسلامية,ادارة الثقافة والنشر,الرياض,1988.0,415,التعليم العالي,FSR_19806
378/13 ج1 مكرر3,دور الجامعات الإسلامية في تكوين الدعاة: ندوة التنسيق بين كليات الشريعة. الجزء الأول,رابطة الجامعات الإسلامية,إدارة الثقافة والنشر جامعة الإمام محمد بن سعود الإسلامية,الرياض,1988.0,316,التعليم الجامعي,FSR_27370
378/13 ج2 مكرر,بحوت مؤتمر دور الجامعات الإسلامية في تكوين الدعاة وندوة التنسيق بين كلية الشريعة,رابطة الجامعات الإسلامية,ادارة الثقافة والنشر,الرياض,1988.0,314,التعليم العالي,FSR_19808
378/13 ج3 مكرر2,دور الجامعات الإسلامية في تكوين الدعاة وندوة التنسيق. الجزء الثالث,رابطة الجامعات الإسلامية,إدارة الثقافة والنشر جامعة الإمام محمد بن سعود الإسلامية,الرياض,1988.0,282,التعليم الجامعي,FSR_27372
378/13 ج2 مكرر2,دور الجامعات الإسلامية في تكوين الدعاة: ندوة التنسيق بين كليات الشريعة: الجزء الثاني,رابطة الجامعة الإسلامية,إدارة الثقافة والنشر جامعة الإمام محمد بن سعود الإسلامية,الرياض,1988.0,324,التعليم الجامعي,FSR_27371
378/13 ج3 مكرر,بحوث مؤتمر دور الجامعات الإسلامية في تكوين الدعاة وندوة التنسيق بين كليات الشريعة,رابطة الجامعة الإسلامية,إدارة الثقافة,الرياض,1988.0,282,التعليم العالي,FSR_19810
101.1/02,مبادىء الفلسفة,"رابوبرت, أ.س",دار الكتاب العربي,بيروت,1969.0,233,الفلسفة,FSR_9601
159.92/06,النمو الحركي : الطفولة - المراهقة,"راتب, أسامة كامل",دار الفكر العربي,القاهرة,1990.0,288,علم النفس النمو,FSR_23355
159.9/51,علم النفس العام: فصول في علم النفس,"راجح, أحمد عزت",جامعة دمشق,دمشق,1992.0,212,علم النفس,FSR_24367
1/90,أسس لإعادة البناء الإجتماعي,"راسل, برتراند",المؤسسة الجامعية للدلراسات والنشر والتوزيع,بيروت,1987.0,200,فلسفة,FSR_23665
323_620/05,سراديب الشيطان: صفات من تاريخ الإخوان المسلمين,"راشف, أحمد",الزهراء للاعلام العربي,القاهرة,1989.0,608,السياسة الداخلية,FSR_19891
91/09,المدخل لدراسة الجغرافيا العملية,"راضي, عادل صباح الدين",الدار العربية للكتاب,ليبيا ـ تونس,1984.0,185,الجغرافية,FSR_17069
82.091/30,قضية الشكل الفني عند نجيب محفوظ : دراسة تحليلية لأصولها الفكرية والجمالية,"راغب, نبيل",الهيئة المصرية للكتاب,القاهرة,1975.0,391,دراسة أدبية,FSR_11731
82.091/30 مكرر,قضية الشكل الفني عند نجيب محفوظ: دراسة تحليلية لأصولها الفكرية والجمالية,"راغب, نبيل",الهيئة المصرية العامة للكتاب,القاهرة,1988.0,391,دراسة أدبية,FSR_20974
949.6/02,المشرق العربي في العهد العثماني,"رافق, عبد الكريم",منشورات جامعة دمشق,دمشق,1992.0,406,تاريخ تركيا,FSR_24698
82-1/48,رباعيات الخيام,"رامي, أحمد",دار العودة,بيروت,1977.0,104,ديوان شعري,FSR_5496
33/88,اقتصاد القرن الحادي والعشرين,"رايتش , روبرت ب",الجمعية المصرية لنشر المعرفة والثقافة العالمية,القاهرة,1999.0,365,الاقتصاد السياسي,FSR_28833
330.191.6/126,إقتصاد الأمم ورأسمالية القرن الحادي والعشرين,"رايتش, روبرت . ب.",الجمعية المصرية للنشرو المعرفة والثقافة العالمية,القاهرة,1999.0,365,الإقتصاد العالمي,FSR_28499
338.984/43,الدليل الشامل في مراجعة العمليات,"رايدر, هاري ر",معهد الإدارة العامة,الرياض,2000.0,465,تحطيط الإقتصاد,FSR_28402
343.25/03,عقوبة الإعدام. حل أم مشكلة?,"رباح, غسان",مؤسسة نوفل,بيروت,1987.0,450,القانون الجنائي,FSR_18348
343.25/03 مكرر,عقوبة الإعدام. حل أم مشكلة?,"رباح, غسان",مؤسسة نوفل,بيروت,1987.0,450,القانون الجنائي,FSR_18547
343_569.3/01,الاتجاهات الحديثة في قانون العقوبات,"رباح, غسان",الدار الجامعية,بيروت,1987.0,171,القانون الجنائي,FSR_23297
342.2/01,الوسيط في القانون الدستوري العام : الأسس الإجتماعية للأوضاع الإقتصادية,"رباط, أدمون",دار العلم للملايين,بيروت,1968.0,2128,القانون الدستوري,FSR_9663
342.2/03,الوسيط في القانون الدستوري العام. الجزء الثاني : النظرية القانونية في الدولة وحكمها,"رباط, أدمون",دار العلم للملايين,بيروت,1971.0,765,القانون الدستوري,FSR_9665
801.2/02,التضاد في ضوء اللغات السامية : دراسة مقارنة,"ربحي, كمال",دار النهضة العربية للطباعة والنشر,بيروت,1975.0,122,أقسام الكلام,FSR_9131
809.24/02,دروس في اللغة العبرية,"ربحي, كمال",مطبعة الروضة,دمشق,1991.0,559,اللغة العبرية,FSR_24608
159.9.052/16,مخاوف الأطفال وعلاقتها بالوسط الإجتماعي.,ربيع مبارك.,كلية الآداب بالرباط.,الرباط.,1991.0,492,علم النفس الإجتماعي.,FSR_29146
159.9.052/18,الشباب المغربي في أفق القرن الحادي والعشرين.,ربيع مبارك.,كلية الآداب بالرباط.,الرباط.,1996.0,152,علم النفس الاجتماعي.,FSR_29118
327/23,الحوار العربي الاوروبي واستراتيجية التعامل مع القوى الكبرى,"ربيع, حامد",المؤسسة العربية للدراسات والنشر,بيروت,1980.0,205,العلاقات السياسية الدولية,FSR_17441
82-31/07,رفقة السلاح... والقمر,"ربيع, مبارك",دار الثقافة,الدار البيضاء,1976.0,155,الرواية,FSR_5273
82-31/18,بدر زمانه,"ربيع, مبارك",المؤسسة العربية للدراسات والنشر,بيروت,1983.0,245,الرواية,FSR_13258
82-31/27,الريح الشتوية,"ربيع, مبارك",مكتبة المعارف,الرباط,1979.0,445,الرواية,FSR_5201
61/08,افاق الطب الحديث,"رتستاين, دافيد",دار الآفاق الجديدة,بيروت,1979.0,131,الطب,FSR_6905
297.92/01,الصحة الإنجابية من منظور إسلامي,"رجاء عبد الحميد رجب, أحمد",إيسيسكو,الرباط,1998.0,48,الإسلام والعلوم الإنسانية,FSR_27662
911.1/03,"المياه في فلسطين: ""دراسة في الجغرافيا الإقتصادية والسياسية""","رجب طنطيش, جمعه",الدار الجماهيرية للنشر والتوزيع والإعلان,بنغازي,1989.0,304,جغرافية المياه,FSR_23194
338.924/06,ادارة الانتاج,"رجب, عادل",جامعة حلب,حلب,1987.0,301,التصنيع,FSR_25721
381/03,إدارة مؤسسات التجارة الداخلية,"رجب, عادل",مديرية الكتب والمطبوعات الجامعية,حلب,1992.0,258,التجارة الداخلية,FSR_25524
381/03 مكرر,إدارة مؤسسات التجارة الداخلية,"رجب, عادل",مديرية الكتب والمطبوعات الجامعية,حلب,1992.0,258,التجارة الداخلية,FSR_25719
51/50,بحوث العمليات,"رجب, عادل",مديرية الكتب والمطبوعات الجامعية,حلب,1982.0,241,الرياضيات,FSR_25522
33/03,الاقتصاد السياسي,"رجب, عزمي",دار العلم للملايين,بيروت,1980.0,429,الاقتصاد السياسي,FSR_9648
37/68 ج2,التربية العامة,رحمة انطون حبيب,منشورات جامعة دمشق,دمشق,1992.0,377,التربية والتعليم,FSR_24670
371.3/18,الطرائف الخاصة بالتعليم الإبتدائي,"رحمة, أنطون",مطبعة جامعة دمشق,دمشق,1987.0,372,مناهج وطرق التدريس,FSR_24674
37.014.542/01,التخطيط التربوي,"رحمة, أنطون حبيب",منشورات جامعة دمشق,دمشق,1992.0,268,التربية والتعليم: التخطيط التربوي,FSR_24554
